"","termin_wycieczki","wyzywienie","organizator","region","miejscowosc","ocena_wycieczki","hotel_nazwa","hotel_gwiazdki","id_wycieczki","liczba_rezerwacji","cena_za_osobe","data_aktualizacji"
"651",2019-05-14,"œniadania","Neckermann","Lanzarote","Playa Blanca",NA,"Iberostar La Bocayna Village",4,"423613",NA,4813,2018-12-23
"652",2019-05-14,"œniadania","Neckermann","Lanzarote","Playa Blanca",NA,"Iberostar La Bocayna Village",4,"423614",NA,4974,2018-12-23
"653",2019-05-14,"œniadania i obiadokolacje","Neckermann","Lanzarote","Playa Blanca",7.1,"Elba Royal Village (ex THB Corbeta)",4,"449316",NA,4984,2018-12-23
"654",2019-04-02,"œniadania","Exim Tours","Costa Blanca","Altea",NA,"Cap Negret",4,"516942",NA,1569,2018-12-23
"655",2019-04-23,"œniadania i obiadokolacje","Exim Tours","Costa Brava","Lloret de Mar",8,"Gran Garbi",4,"522529",93,1589,2018-12-23
"656",2019-03-02,"œniadania","Exim Tours","Costa Blanca","Altea",NA,"Cap Negret",4,"494403",NA,1619,2018-12-23
"657",2019-05-18,"œniadania i obiadokolacje","Wezyr","Costa Brava","Lloret de Mar",NA,"Garbi",2,"391265",NA,1746,2018-12-23
"658",2019-04-02,"œniadania","Exim Tours","Costa Blanca","Benidorm",NA,"Port Benidorm (Ex Dalmates)",4,"516989",NA,1889,2018-12-23
"659",2019-03-02,"œniadania","Exim Tours","Costa Blanca","Benidorm",NA,"Port Benidorm (Ex Dalmates)",4,"494405",NA,1969,2018-12-23
"660",2019-05-18,"œniadania","Exim Tours","Teneryfa",NA,NA,"Taoro Garden",4,"518579",NA,2039,2018-12-23
"661",2019-05-16,"œniadania","Prima Holiday","Majorka","Can Pastilla",6.4,"Roc Leo",4,"521929",NA,2141,2018-12-23
"662",2019-05-19,"œniadania i obiadokolacje","Itaka","Majorka","El Arenal",6.9,"Azuline Bahamas (El Arenal)",3.5,"505948",24,2259,2018-12-23
"663",2019-03-24,"œniadania","Prima Holiday","Majorka","Can Pastilla",6.4,"Roc Leo",4,"518471",NA,2269,2018-12-23
"664",2019-03-09,"œniadania","Exim Tours","Teneryfa",NA,NA,"Taoro Garden",4,"491892",NA,2299,2018-12-23
"665",2019-03-09,"œniadania","Exim Tours","Costa del Sol","Marbella",NA,"Melia Marbella Banus",4,"504010",NA,2349,2018-12-23
"666",2019-03-09,"œniadania","Exim Tours","Costa del Sol","Estepona",6.2,"Sol Marbella Estepona Atalaya Park",4,"491881",39,2899,2018-12-23
"667",2019-05-04,"œniadania","Ecco Holiday","Teneryfa","El Medano",NA,"Arenas del Mar",4,"460701",NA,2975,2018-12-23
"668",2019-03-07,"œniadania","Itaka","Teneryfa","Puerto de la Cruz",NA,"Taoro Garden",4,"489211",NA,3039,2018-12-23
"669",2019-03-20,"œniadania i obiadokolacje","Ecco Holiday","Teneryfa","Costa Adeje",8.2,"Santa Maria",3,"18188",54,3107,2018-12-23
"670",2019-03-01,"œniadania","Neckermann","Gran Canaria","Playa del Ingles",8.5,"IFA Buenaventura",3.5,"353382",308,3110,2018-12-23
"671",2019-03-01,"œniadania","Neckermann","Gran Canaria","Playa del Ingles",8.5,"IFA Buenaventura",3.5,"369079",308,3235,2018-12-23
"672",2019-04-04,"œniadania i obiadokolacje","Neckermann","Fuerteventura","Costa Calma",9.6,"H 10 Playa Esmeralda",4.5,"147800",NA,3413,2018-12-23
"673",2019-03-01,"œniadania","Neckermann","Gran Canaria","Playa del Ingles",8.5,"IFA Buenaventura",3.5,"420186",308,3574,2018-12-23
"674",2019-04-25,"œniadania","Itaka & Gala","La Gomera","Playa Santiago",8.3,"Jardin Tecina",4,"441963",NA,3689,2018-12-23
"675",2019-05-12,"Wszystko w cenie","Neckermann","Teneryfa","San Miguel",8.5,"Sentido San Blas Reserva Ambiental Resort",5,"180232",NA,4159,2018-12-23
"676",2019-05-14,"œniadania i obiadokolacje","Neckermann","Lanzarote","Puerto del Carmen",9.8,"Aequora Lanzarote Suites (ex. Sentido)",4,"376943",87,4552,2018-12-23
"677",2019-03-26,"œniadania i obiadokolacje","Prima Holiday","Costa Blanca","Altea",NA,"Cap Negret",4,"515403",NA,1856,2018-12-23
"678",2019-05-04,"œniadania","Wezyr","Costa Brava","Tossa De Mar",NA,"Tossa Mar (ex. Mare Nostrum)",4,"320560",NA,1870,2018-12-23
"679",2019-03-05,"œniadania","Ecco Holiday","Costa del Sol","Benalmadena",8.7,"Best Siroco",3,"514264",21,1891,2018-12-23
"680",2019-05-11,"œniadania","Wezyr","Costa Brava","Lloret de Mar",NA,"Bertran Park (ex Aqua)",3,"209595",NA,1935,2018-12-23
"681",2019-05-12,"bez wy¿ywienia","Neckermann","Teneryfa","Puerto de la Cruz",6.5,"Marte",3.5,"353286",57,2246,2018-12-23
"682",2019-03-25,"œniadania i obiadokolacje","Itaka","Costa del Sol","Torremolinos",7.8,"Sol Principe",4,"442076",30,2249,2018-12-23
"683",2019-03-09,"All Inclusive","Exim Tours","Teneryfa",NA,8.2,"Globales Tamaimo Tropical",3,"499345",835,2299,2018-12-23
"684",2019-04-13,"œniadania","Exim Tours","Costa del Sol","Torremolinos",8.6,"Sol Don Pedro",4,"509993",34,2299,2018-12-23
"685",2019-05-04,"œniadania","Exim Tours","Costa del Sol","Estepona",NA,"Iberostar Costa del Sol",4,"510246",NA,2389,2018-12-23
"686",2019-05-12,"œniadania i obiadokolacje","Itaka","Majorka","Can Picafort",NA,"Son Baulo",3.5,"506022",NA,2469,2018-12-23
"687",2019-05-12,"bez wy¿ywienia","Neckermann","Teneryfa","Puerto de la Cruz",6.5,"Marte",3,"500887",57,2481,2018-12-23
"688",2019-05-12,"œniadania i obiadokolacje","Neckermann","Teneryfa","El Médano",7.1,"El Medano",3.5,"217593",47,2637,2018-12-23
"689",2019-05-12,"œniadania","Neckermann","La Gomera","Playa Santiago",8.3,"Jardin Tecina",4,"494693",NA,3413,2018-12-23
"690",2019-03-01,"œniadania i obiadokolacje","Itaka","Gran Canaria","San Agustin",8.8,"Gloria Palace",4,"442411",35,3729,2018-12-23
"691",2019-03-24,"All Inclusive","Rainbow","Teneryfa","Playa de las Americas",8.1,"Troya (Playa de las Americas)",4,"463696",77,4785,2018-12-23
"692",2019-05-18,"œniadania","Wezyr","Costa Brava","Blanes",NA,"GHT Balmes",3,"393081",NA,1787,2018-12-23
"693",2019-03-23,"œniadania","Ecco Holiday","Gran Canaria","Playa del Ingles",6.9,"Corona Roja",2,"441257",NA,2133,2018-12-23
"694",2019-03-05,"œniadania","Ecco Holiday","Costa del Sol","Benalmadena",8,"Best Triton",4,"215775",NA,2228,2018-12-23
"695",2019-05-12,"bez wy¿ywienia","Neckermann","Teneryfa","Golf del Sur",8.9,"Aguamarina Golf Apartments",4,"429652",21,2468,2018-12-23
"696",2019-04-21,"bez wy¿ywienia","Neckermann","Teneryfa","San Miguel",8.9,"Aguamarina Golf Apartments",3,"515709",21,2718,2018-12-23
"697",2019-03-09,"All Inclusive","Exim Tours","Gran Canaria",NA,8.6,"Dorado Beach",3,"491722",29,3319,2018-12-23
"698",2019-03-16,"All Inclusive","Exim Tours","Gran Canaria",NA,8.6,"Dorado Beach",3,"491723",29,3389,2018-12-23
"699",2019-05-12,"All Inclusive","Rainbow","Majorka","Cala Mondrago",8,"Iberostar Club Cala Barca",4,"463727",NA,3418,2018-12-23
"700",2019-05-05,"All Inclusive","Rainbow","Majorka","Cala D'Or",NA,"Ferrera Blanca",4,"463697",NA,3510,2018-12-23
"701",2019-05-03,"Wszystko w cenie","Neckermann","Gran Canaria","Arguineguín",8.6,"Dorado Beach",3.5,"353395",29,3595,2018-12-23
"702",2019-05-14,"œniadania i obiadokolacje","Itaka","Gran Canaria","San Agustin",8,"Melia Tamarindos",5,"467253",NA,3849,2018-12-23
"703",2019-05-12,"œniadania","Neckermann","Teneryfa","Costa Adeje",6.7,"Iberostar Grand Anthelia",5,"199326",NA,4603,2018-12-23
"704",2019-05-12,"œniadania","Neckermann","Teneryfa","Costa Adeje",6.7,"Iberostar Anthelia",5,"371265",NA,4888,2018-12-23
"705",2019-05-12,"œniadania","Neckermann","Teneryfa","Costa Adeje",6.7,"Iberostar Anthelia",5,"434988",NA,6114,2018-12-23
"706",2019-03-03,"œniadania","Neckermann","Teneryfa","Costa Adeje",6.7,"Iberostar Anthelia",5,"494669",NA,7188,2018-12-23
"707",2019-05-11,"bez wy¿ywienia","Exim Tours","Costa del Sol","Torremolinos",NA,"Princesa Solar",4,"509963",NA,1529,2018-12-23
"708",2019-05-04,"œniadania","Wezyr","Costa Brava","Santa Susanna",8.4,"Florida Park",4,"147554",42,1890,2018-12-23
"709",2019-04-18,"œniadania i obiadokolacje","Regent","Barcelona",NA,NA,"Wielkanoc w Barcelonie",3,"257253",NA,2290,2018-12-23
"710",2019-05-12,"bez wy¿ywienia","Neckermann","Teneryfa","Costa Adeje",NA,"Panoramica Heights",4,"429653",NA,2690,2018-12-23
"711",2019-04-12,"œniadania","Neckermann","Gran Canaria","Las Palmas",NA,"Astoria (Las Palmas)",3,"396223",NA,2786,2018-12-23
"712",2019-05-05,"œniadania i obiadokolacje","Rainbow","Teneryfa","Playa de las Americas",8.5,"Gala Tenerife",4,"507155",109,3100,2018-12-23
"713",2019-05-07,"œniadania","Itaka","Gran Canaria","Maspalomas",9.4,"Ifa Faro",4,"467286",NA,3259,2018-12-23
"714",2019-05-20,"All Inclusive","Itaka","Fuerteventura","Tarajalejo",8.5,"R2 Romantic Fantasia Dreams & Suites",4,"506081",NA,3329,2018-12-23
"715",2019-04-04,"œniadania i obiadokolacje","Itaka","Teneryfa","Playa de las Americas",8.4,"Las Palmeras (Playa de las Americas)",4,"467224",NA,3479,2018-12-23
"716",2019-05-12,"œniadania","Neckermann","Teneryfa","Costa Adeje",8.9,"Costa Adeje Gran",5,"206119",21,3556,2018-12-23
"717",2019-03-20,"œniadania i obiadokolacje","Ecco Holiday","Teneryfa","Playa de las Americas",8.5,"Gala Tenerife",4,"337376",109,3697,2018-12-23
"718",2019-04-02,"œniadania","Exim Tours","Costa Blanca","Benidorm",NA,"Levante Club",4,"517544",NA,1699,2018-12-23
"719",2019-05-04,"œniadania","Wezyr","Costa Brava","Malgrat De Mar",7,"Reymar",3,"270660",68,1763,2018-12-23
"720",2019-03-02,"œniadania","Exim Tours","Costa Blanca","Benidorm",NA,"Levante Club Hotel  Spa",4,"498531",NA,1859,2018-12-23
"721",2019-03-24,"œniadania","Prima Holiday","Majorka","Can Pastilla",8.8,"BG Java",4,"518481",NA,1923,2018-12-23
"722",2019-05-18,"œniadania","Exim Tours","Teneryfa",NA,NA,"Playa Sur Tenerife",3,"518578",NA,2039,2018-12-23
"723",2019-05-16,"œniadania","Prima Holiday","Majorka","Can Pastilla",8.8,"BG Java",4,"520466",NA,2127,2018-12-23
"724",2019-05-05,"All Inclusive","Rainbow","Majorka","El Arenal",NA,"Mix Alea (El Arenal)",3,"507098",NA,2299,2018-12-23
"725",2019-05-13,"œniadania i obiadokolacje","Itaka","Costa de la Luz","Isla Canela",8.9,"Barcelo Isla Canela",4.5,"466754",NA,2339,2018-12-23
"726",2019-05-12,"bez wy¿ywienia","Neckermann","Teneryfa","Puerto de la Cruz",NA,"Casablanca (Puerto de la Cruz)",4,"415708",NA,2357,2018-12-23
"727",2019-03-09,"œniadania","Exim Tours","Teneryfa","El Medano",NA,"Playa Sur Tenerife",3,"491899",NA,2389,2018-12-23
"728",2019-05-12,"bez wy¿ywienia","Neckermann","Teneryfa","Puerto de la Cruz",NA,"Casablanca (Puerto de la Cruz)",4,"415727",NA,2404,2018-12-23
"729",2019-05-18,"œniadania","Exim Tours","Teneryfa","Costa Adeje",8.6,"Iberostar Bouganville Playa",4,"509742",78,2429,2018-12-23
"730",2019-05-12,"bez wy¿ywienia","Neckermann","Teneryfa","Puerto de la Cruz",NA,"Casablanca (Puerto de la Cruz)",3,"502853",NA,2547,2018-12-23
"731",2019-03-09,"œniadania i obiadokolacje","Exim Tours","Gran Canaria","Playa del Ingles",NA,"Maritim Playa Aparthotel",3,"491927",NA,2629,2018-12-23
"732",2019-03-25,"œniadania i obiadokolacje","Itaka","Costa del Sol","Torremolinos",9,"Sol Don Pablo",4.5,"442071",26,2639,2018-12-23
"733",2019-05-12,"bez wy¿ywienia","Neckermann","Teneryfa","Puerto de la Cruz",NA,"Casablanca (Puerto de la Cruz)",3,"490199",NA,2682,2018-12-23
"734",2019-03-21,"bez wy¿ywienia","Neckermann","Fuerteventura","Corralejo",8.7,"Las Marismas- Aparthotel",4,"199337",NA,2839,2018-12-23
"735",2019-04-05,"bez wy¿ywienia","Neckermann","Gran Canaria","Playa del Aguila",NA,"Acapulco (Aguila Playa)",3,"397795",NA,2877,2018-12-23
"736",2019-03-09,"œniadania","Exim Tours","Costa del Sol","Marbella",NA,"Guadalmina Spa & Golf Resort",4,"491940",NA,2889,2018-12-23
"737",2019-03-09,"œniadania i obiadokolacje","Ecco Holiday","Gran Canaria","Playa del Inglés",8.5,"Beverly Park",3,"147117",277,2966,2018-12-23
"738",2019-05-12,"œniadania","Neckermann","Teneryfa","Playa de las Americas",8.5,"Gala",4,"199318",109,3027,2018-12-23
"739",2019-03-09,"œniadania i obiadokolacje","Exim Tours","Gran Canaria",NA,NA,"Maritim Playa Aparthotel",3,"491935",NA,3029,2018-12-23
"740",2019-05-12,"œniadania","Neckermann","Teneryfa","El Medano",NA,"Arenas del Mar",4.5,"211622",NA,3034,2018-12-23
"741",2019-05-12,"œniadania i obiadokolacje","Neckermann","Teneryfa","Playa de las Americas",8.5,"Gala Tenerife",4,"495254",109,3231,2018-12-23
"742",2019-05-12,"œniadania","Neckermann","Teneryfa","Playa de las Americas",9.1,"Mediterranean Palace",4,"203314",NA,3252,2018-12-23
"743",2019-03-09,"œniadania","Exim Tours","Gran Canaria",NA,10,"Reina Isabel (Las Palmas)",4,"491954",NA,3359,2018-12-23
"744",2019-03-09,"œniadania","Exim Tours","Teneryfa","Costa Adeje",8.6,"Iberostar Bouganville Playa",4,"491907",78,3439,2018-12-23
"745",2019-05-06,"œniadania i obiadokolacje","Rainbow","Costa del Sol","Benalmadena",8,"Best Triton",4,"202566",NA,3549,2018-12-23
"746",2019-05-12,"œniadania","Neckermann","Teneryfa","Playa de las Americas",9.1,"Mediterranean Palace Mare Nostrum",5,"493012",NA,3653,2018-12-23
"747",2019-03-09,"œniadania","Exim Tours","Gran Canaria",NA,10,"Reina Isabel (Las Palmas)",4,"491955",NA,3659,2018-12-23
"748",2019-03-01,"Wszystko w cenie","Neckermann","Gran Canaria","San Agustin",8.3,"Ifa Interclub Atlantic",3.5,"311205",327,3675,2018-12-23
"749",2019-03-01,"Wszystko w cenie","Neckermann","Gran Canaria","San Agustin",8.3,"Ifa Interclub Atlantic",3.5,"369064",327,3806,2018-12-23
"750",2019-05-12,"œniadania","Neckermann","Teneryfa","Playa de las Americas",9.1,"Mediterranean Palace Mare Nostrum",5,"499923",NA,3816,2018-12-23
"751",2019-04-28,"œniadania i obiadokolacje","Rainbow","Majorka","Playa de Palma",8.7,"Gran Fiesta",4,"203370",NA,3859,2018-12-23
"752",2019-03-01,"Wszystko w cenie","Neckermann","Gran Canaria","San Agustin",8.3,"Ifa Interclub Atlantic",3.5,"415730",327,4115,2018-12-23
"753",2019-05-16,"œniadania","Rainbow","Fuerteventura","Corralejo",7.8,"Gran Atlantis Bahia Real",5,"192119",NA,4631,2018-12-23
"754",2019-04-25,"œniadania","Itaka","Teneryfa","Playa Paraiso",8.3,"Hard Rock Tenerife",5,"467171",NA,4799,2018-12-23
"755",2019-03-05,"œniadania","Exim Tours","Costa Blanca","Benidorm",NA,"Madeira Centro",4,"494633",NA,1669,2018-12-23
"756",2019-04-02,"œniadania","Exim Tours","Costa Blanca","Benidorm",NA,"Madeira Centro",4,"518881",NA,1669,2018-12-23
"757",2019-05-18,"bez wy¿ywienia","Wezyr","Costa Brava","Santa Susanna",4.5,"H-TOP Royal Sun Suite",4,"360441",NA,1719,2018-12-23
"758",2019-05-16,"All Inclusive","Prima Holiday","Majorka","Arenal",7.1,"Seramar Luna & Luna Park",3.5,"521925",216,1883,2018-12-23
"759",2019-05-18,"œniadania","Wezyr","Costa Brava","Lloret de Mar",7.1,"GHT Aquarium",4,"226397",NA,1903,2018-12-23
"760",2019-05-06,"œniadania i obiadokolacje","Rainbow","Costa de la Luz","Isla Canela",6.4,"Playamarina",4,"463681",NA,2314,2018-12-23
"761",2019-05-16,"All Inclusive","Rainbow","Fuerteventura","Caleta de Fuste",8,"Tahona Garden",2,"283949",NA,2566,2018-12-23
"762",2019-03-11,"œniadania i obiadokolacje","Itaka","Andaluzja","Monachil",NA,"Ziryab",3,"457465",NA,2759,2018-12-23
"763",2019-04-04,"œniadania i obiadokolacje","Neckermann","Fuerteventura","Costa Calma",9.2,"H10 Tindaya",4,"153454",29,3175,2018-12-23
"764",2019-05-18,"All Inclusive","Itaka","Lanzarote","Playa Blanca",7.6,"VIK Villas Coral Beach (ex Club)",4,"442181",NA,3289,2018-12-23
"765",2019-05-10,"œniadania","Neckermann","Gran Canaria","Meloneras",9.4,"Lopesan Costa Meloneras",4.5,"291817",88,3471,2018-12-23
"766",2019-05-12,"œniadania i obiadokolacje","Rainbow","Majorka","Playa de Palma",8.4,"El Cid",4,"182218",NA,3600,2018-12-23
"767",2019-05-07,"œniadania","Neckermann","Lanzarote","Playa Blanca",NA,"Princesa Yaiza",5,"199391",NA,3696,2018-12-23
"768",2019-05-12,"œniadania","Neckermann","La Gomera","Valle Gran Rey",NA,"Playa Calera",4,"494692",NA,3772,2018-12-23
"769",2019-05-05,"œniadania","Itaka & Gala","Majorka","Illetas",9.2,"Barcelo Albatros",4,"505804",NA,3819,2018-12-23
"770",2019-05-16,"œniadania","Neckermann","Gran Canaria","Meloneras",9.4,"Lopesan Costa Meloneras Resort",4.5,"20425",88,4126,2018-12-23
"771",2019-05-05,"œniadania","Rainbow","Teneryfa","Costa Adeje",6.7,"Iberostar Anthelia",5,"507233",NA,4200,2018-12-23
"772",2019-03-09,"œniadania i obiadokolacje","Exim Tours","Gran Canaria",NA,8.2,"Cordial Mogan Playa",4,"492053",NA,4259,2018-12-23
"773",2019-03-09,"œniadania i obiadokolacje","Exim Tours","Gran Canaria",NA,8.2,"Cordial Mogan Playa",4,"492054",NA,4289,2018-12-23
"774",2019-03-09,"œniadania","Ecco Holiday","Gran Canaria","Maspalomas",9.4,"Lopesan Costa Meloneras",4,"20893",88,4347,2018-12-23
"775",2019-05-14,"œniadania i obiadokolacje","Neckermann","Lanzarote","Playa Blanca",NA,"Princesa Yaiza Suite Resort",5,"519609",NA,5761,2018-12-23
"776",2019-03-01,"œniadania","Neckermann","Gran Canaria","Meloneras",9.4,"Lopesan Costa Meloneras Resort Spa",4.5,"180910",88,5799,2018-12-23
"777",2019-05-14,"œniadania","Neckermann","Lanzarote","Playa Blanca",NA,"Princesa Yaiza Suite Resort",5,"519773",NA,11971,2018-12-23
"778",2019-05-04,"bez wy¿ywienia","Exim Tours","Costa Dorada","Salou",5.2,"Best Cap Salou",3,"518860",27,1299,2018-12-23
"779",2019-05-23,"œniadania i obiadokolacje","Exim Tours","Majorka",NA,7.4,"Manaus",3,"514369",52,1639,2018-12-23
"780",2019-03-09,"bez wy¿ywienia","Exim Tours","Gran Canaria","Playa del Ingles",7.9,"Las Faluas",2,"491660",NA,1699,2018-12-23
"781",2019-03-09,"bez wy¿ywienia","Exim Tours","Gran Canaria",NA,7.9,"Las Faluas",2,"491663",NA,1699,2018-12-23
"782",2019-04-02,"œniadania","Ecco Holiday","Costa del Sol","Torremolinos",9.6,"Tropicana",4,"515467",NA,1705,2018-12-23
"783",2019-03-09,"œniadania","Exim Tours","Costa del Sol",NA,NA,"Villa Flamenca",3,"491824",NA,1749,2018-12-23
"784",2019-05-16,"œniadania","Prima Holiday","Majorka","Magalluf",8.1,"Samos",3,"522133",NA,1750,2018-12-23
"785",2019-04-02,"œniadania","Exim Tours","Costa del Sol",NA,NA,"Villa Flamenca",3,"509996",NA,2089,2018-12-23
"786",2019-05-18,"œniadania","Exim Tours","Teneryfa",NA,8.6,"Best Jacaranda",4,"518581",85,2099,2018-12-23
"787",2019-05-05,"All Inclusive","Prima Holiday","Majorka",NA,8,"Club Europa (Peguera)",4,"519954",NA,2235,2018-12-23
"788",2019-04-04,"All Inclusive","Prima Holiday","Majorka","Puerto de Alcudia",8.3,"Condesa de la Bahia",4,"519983",NA,2583,2018-12-23
"789",2019-05-12,"œniadania","Neckermann","Teneryfa","Puerto de la Cruz",7.2,"Blue Sea Interpalace (ex. Hostasa)",4,"515574",198,2797,2018-12-23
"790",2019-05-06,"œniadania i obiadokolacje","Rainbow","Costa de la Luz","Isla Canela",8.9,"Iberostar Isla Canela",4.5,"224642",NA,2849,2018-12-23
"791",2019-05-18,"œniadania","Exim Tours","Teneryfa",NA,NA,"GF Victoria",5,"518591",NA,2989,2018-12-23
"792",2019-05-16,"All Inclusive","Rainbow","Fuerteventura","Corralejo",7.8,"Arena Suite Fuerteventura (ex. Arena)",4,"507174",NA,3000,2018-12-23
"793",2019-05-12,"œniadania","Neckermann","Teneryfa","Puerto de la Cruz",7.2,"Blue Sea Interpalace (ex. Hostasa)",4,"490478",198,3072,2018-12-23
"794",2019-05-03,"bez wy¿ywienia","Neckermann","Gran Canaria","Playa del Cura",NA,"Sunwing Ocean Beach Club (ex. Riviera Beach)",4.5,"415739",NA,3120,2018-12-23
"795",2019-04-11,"œniadania i obiadokolacje","Neckermann","Fuerteventura","Playa de Esquinzo",8.2,"Fuerteventura Princess",4,"500090",270,3453,2018-12-23
"796",2019-05-12,"œniadania i obiadokolacje","Neckermann","Teneryfa","Playa Paraiso",8.8,"Roca Nivaria",5,"217606",NA,4245,2018-12-23
"797",2019-05-16,"œniadania i obiadokolacje","Neckermann","Gran Canaria","Playa Amadores",9.5,"Gloria Palace Royal & Spa",4.5,"500150",42,4529,2018-12-23
"798",2019-03-09,"œniadania","Exim Tours","Teneryfa",NA,NA,"GF Victoria",5,"498842",NA,5569,2018-12-23
"799",2019-05-16,"œniadania","Prima Holiday","Majorka","Arenal",NA,"Mix Alea (El Arenal)",3.5,"521923",NA,1639,2018-12-23
"800",2019-05-11,"œniadania","Wezyr","Costa Brava","Lloret de Mar",7,"Acapulco",4,"284218",NA,1718,2018-12-23
"801",2019-05-04,"œniadania","Exim Tours","Costa Blanca","Benidorm",NA,"Magic Aqua Rock Gardens",4,"517558",NA,1979,2018-12-23
"802",2019-05-04,"œniadania","Wezyr","Costa Brava","Lloret de Mar",8.3,"Marsol",4,"192670",NA,2003,2018-12-23
"803",2019-05-23,"All Inclusive","Exim Tours","Majorka","Magaluf",7.7,"Globales Honolulu",3,"514967",120,2199,2018-12-23
"804",2019-03-09,"bez wy¿ywienia","Exim Tours","Gran Canaria",NA,NA,"Riviera Vista",3,"491924",NA,2389,2018-12-23
"805",2019-03-09,"bez wy¿ywienia","Exim Tours","Gran Canaria",NA,NA,"Riviera Vista",3,"491929",NA,2389,2018-12-23
"806",2019-04-07,"bez wy¿ywienia","Neckermann","Teneryfa","Arona",NA,"Checkin Bungalows Atlantida",3,"494671",NA,3149,2018-12-23
"807",2019-05-12,"œniadania","Neckermann","Teneryfa","Costa Adeje",8.6,"Melia Jardines del Teide",5,"502785",NA,3279,2018-12-23
"808",2019-05-04,"œniadania","Itaka","Lanzarote","Puerto del Carmen",NA,"Suite Fariones Playa",4,"442082",NA,3279,2018-12-23
"809",2019-04-26,"Wszystko w cenie","Neckermann","Gran Canaria","Playa Taurito",7.7,"Paradise Costa Taurito",4,"182251",93,3341,2018-12-23
"810",2019-05-14,"All Inclusive","Itaka","Gran Canaria","Maspalomas",7,"Koala Garden Suites",4,"442165",NA,3499,2018-12-23
"811",2019-05-05,"All Inclusive","Rainbow","Majorka","Santa Ponsa",NA,"Fergus Style Cala Blanca",4,"463679",NA,3630,2018-12-23
"812",2019-05-12,"œniadania","Neckermann","Teneryfa","Costa Adeje",9.6,"Colon Guanahani",4,"265736",NA,3660,2018-12-23
"813",2019-03-16,"All Inclusive","Itaka","Lanzarote","Puerto del Carmen",7.3,"Sol Lanzarote",4.5,"442147",NA,3669,2018-12-23
"814",2019-05-23,"Wszystko w cenie","Neckermann","Gran Canaria","Playa Taurito",7.7,"Paradise Costa Taurito",4,"519065",93,3948,2018-12-23
"815",2019-03-14,"Wszystko w cenie","Neckermann","Fuerteventura","Jandia",8.6,"Iberostar Playa Gaviotas Park",4,"24550",NA,4001,2018-12-23
"816",2019-04-11,"œniadania i obiadokolacje","Neckermann","Fuerteventura","Jandía",9.4,"Iberostar Palace Fuerteventura",5,"474288",NA,4083,2018-12-23
"817",2019-03-16,"All Inclusive","Ecco Holiday","Gran Canaria","Playa del Inglés",8.5,"Abora Catarina (ex. Ifa)",4,"215754",142,4309,2018-12-23
"818",2019-03-07,"Wszystko w cenie","Neckermann","Fuerteventura","Jandia",8.6,"Iberostar Playa Gaviotas Park",4,"20379",NA,4328,2018-12-23
"819",2019-05-16,"œniadania i obiadokolacje","Itaka","Wyc. objazdowe",NA,NA,"Islas Bonitas",NA,"503325",NA,4379,2018-12-23
"820",2019-05-14,"œniadania","Neckermann","Lanzarote","Puerto Calero",NA,"Hesperia Lanzarote",5,"415732",NA,4475,2018-12-23
"821",2019-03-14,"Wszystko w cenie","Neckermann","Fuerteventura","Jandia",8.6,"Iberostar Playa Gaviotas Park",4,"370686",NA,4540,2018-12-23
"822",2019-03-14,"œniadania i obiadokolacje","Neckermann","Fuerteventura","Jandía",9.4,"Iberostar Palace Fuerteventura",5,"474289",NA,4631,2018-12-23
"823",2019-03-14,"Wszystko w cenie","Neckermann","Fuerteventura","Jandia",8.6,"Iberostar Playa Gaviotas Park",4,"223123",NA,4687,2018-12-23
"824",2019-05-14,"œniadania","Neckermann","Lanzarote","Puerto Calero",NA,"Hesperia Lanzarote",5,"425010",NA,4806,2018-12-23
"825",2019-04-11,"Wszystko w cenie","Neckermann","Fuerteventura","Jandia",8.6,"Iberostar Playa Gaviotas Park",4,"449039",NA,4932,2018-12-23
"826",2019-05-12,"œniadania","Neckermann","Teneryfa","Costa Adeje",NA,"Iberostar Grand El Mirador",5,"414053",NA,5043,2018-12-23
"827",2019-05-12,"œniadania","Neckermann","Teneryfa","Costa Adeje",NA,"Iberostar Grand El Mirador",5,"414048",NA,5358,2018-12-23
"828",2019-05-23,"œniadania","Neckermann","Gran Canaria","Maspalomas",NA,"Seaside Palm Beach",5,"182248",NA,5919,2018-12-23
"829",2019-05-23,"œniadania","Neckermann","Gran Canaria","Maspalomas",NA,"Seaside Palm Beach",5,"182249",NA,6372,2018-12-23
"830",2019-05-23,"œniadania","Neckermann","Gran Canaria","Maspalomas",NA,"Seaside Palm Beach",5,"182250",NA,7143,2018-12-23
"831",2019-05-23,"œniadania","Neckermann","Gran Canaria","Maspalomas",NA,"Seaside Palm Beach",5,"182252",NA,7935,2018-12-23
"832",2019-05-12,"œniadania","Neckermann","Teneryfa","Costa Adeje",NA,"Iberostar Grand El Mirador",5,"522338",NA,8072,2018-12-23
"833",2019-05-23,"œniadania","Neckermann","Gran Canaria","Maspalomas",NA,"Seaside Palm Beach",5,"503261",NA,8699,2018-12-23
"834",2019-04-02,"œniadania","Exim Tours","Costa Blanca","Benidorm",NA,"Mareny Benidorm (Ex Condal)",3,"517466",NA,1319,2018-12-23
"835",2019-05-11,"œniadania","Exim Tours","Costa Brava","Lloret de Mar",NA,"Delamar (ex. Frigola)",4,"510483",NA,1519,2018-12-23
"836",2019-05-12,"œniadania","Exim Tours","Costa de la Luz",NA,6.4,"Playamarina",4,"516787",NA,1589,2018-12-23
